Id,PESEL_uzytkownika,Nr_rejestracyjny_pojazdu,Data_rozpoczecia,Data_zakonczenia,Godzina_rozpoczecia,Godzina_zakonczenia,Miejsce_rozpoczecia,Miejsce_zakonczenia,Dystans,Ocena_przejazdu,Ocena_techniki_jazdy,Ocena_przestrzegania_przepisow_drogowych,Mnoznik_ceny,Koszt_przejazdu
61,100000000002,WEJHEROWO,2001-06-14,2003-10-24,19:49:56,20:43:46,BLE,ble,6.95,5.27,2.57,2.7,0.75,29.8125
62,100000000005,WEJHEROWO,2001-05-30,2001-07-31,02:51:21,22:32:42,BLE,ble,7.83,9.67,8.65,1.02,1.38,60.92699999999999
63,100000000003,WEJHEROWO,2002-02-07,2003-08-29,00:39:01,12:59:01,BLE,ble,3.98,8.95,5.17,3.78,1.28,31.872
64,100000000002,WEJHEROWO,2002-03-16,2004-09-05,03:56:15,18:37:21,BLE,ble,5.47,12.94,5.16,7.78,1.85,59.84749999999999
65,100000000007,WEJHEROWO,2001-10-11,2002-11-06,06:06:15,11:44:10,BLE,ble,2.78,7.26,5.19,2.07,1.04,19.656
66,100000000006,WEJHEROWO,2001-08-09,2003-01-24,15:19:51,01:22:49,BLE,ble,3.05,10.93,9.52,1.41,1.56,31.59
67,100000000006,WEJHEROWO,2002-04-12,2004-11-24,05:57:44,13:57:29,BLE,ble,3.53,7.83,5.17,2.66,1.12,25.368000000000002
68,100000000003,WEJHEROWO,2001-04-23,2001-12-20,12:39:35,23:36:57,BLE,ble,5.35,3.46,1.04,2.42,0.49,15.5575
69,100000000007,WEJHEROWO,2002-11-05,2004-03-04,18:06:53,09:07:44,BLE,ble,7.31,15.49,8.46,7.03,2.21,91.82549999999999
70,100000000002,WEJHEROWO,2002-03-19,2002-08-09,20:16:58,09:21:40,BLE,ble,2.03,5.89,2.78,3.11,0.84,12.725999999999999
71,100000000008,WEJHEROWO,2002-11-07,2004-03-21,14:22:05,07:25:25,BLE,ble,8.45,12.37,9.15,3.22,1.77,83.63250000000001
72,100000000006,WEJHEROWO,2002-11-09,2003-08-09,15:55:46,08:25:00,BLE,ble,8.56,10.62,5.34,5.28,1.52,72.656
73,100000000009,WEJHEROWO,2001-06-06,2003-02-01,11:31:52,16:35:48,BLE,ble,4.64,6.89,2.07,4.82,0.98,27.636
74,100000000004,WEJHEROWO,2002-02-23,2002-07-08,06:14:56,11:50:50,BLE,ble,2.59,8.45,1.45,7.0,1.21,21.7195
75,100000000005,WEJHEROWO,2001-08-11,2002-08-23,03:13:17,22:54:19,BLE,ble,4.22,10.53,6.46,4.07,1.5,39.15
76,100000000003,WEJHEROWO,2001-05-12,2002-05-13,09:39:02,06:42:15,BLE,ble,4.94,11.02,7.22,3.8,1.57,46.629000000000005
77,100000000001,WEJHEROWO,2001-08-09,2003-01-07,04:27:35,16:29:45,BLE,ble,3.21,8.8,3.82,4.98,1.26,26.523
78,100000000009,WEJHEROWO,2001-09-22,2003-10-22,23:02:56,15:02:37,BLE,ble,5.55,8.08,5.01,3.07,1.15,37.662499999999994
79,100000000008,WEJHEROWO,2002-03-02,2005-02-16,16:59:46,19:52:01,BLE,ble,1.48,7.62,3.38,4.24,1.09,13.516000000000002
80,100000000004,WEJHEROWO,2001-04-14,2003-01-02,03:30:02,23:17:09,BLE,ble,4.07,5.03,3.33,1.7,0.72,18.252
81,100000000008,WEJHEROWO,2001-12-13,2002-11-16,09:58:30,02:48:22,BLE,ble,1.14,12.66,5.49,7.17,1.81,19.367
82,100000000007,WEJHEROWO,2001-04-27,2002-10-20,00:18:21,22:16:54,BLE,ble,5.76,13.9,7.38,6.52,1.99,67.262
83,100000000002,WEJHEROWO,2001-01-10,2002-12-04,05:35:23,00:51:06,BLE,ble,5.89,11.45,7.33,4.12,1.64,56.498000000000005
84,100000000004,WEJHEROWO,2001-03-18,2003-07-27,17:45:30,18:32:23,BLE,ble,7.85,4.57,2.89,1.68,0.65,28.7625
85,100000000003,WEJHEROWO,2002-09-14,2004-05-16,22:33:53,19:24:50,BLE,ble,9.98,9.27,7.52,1.75,1.32,72.46800000000002
86,100000000003,WEJHEROWO,2001-05-18,2002-05-01,05:47:14,06:13:50,BLE,ble,3.18,16.04,7.03,9.01,2.29,47.861
87,100000000008,WEJHEROWO,2001-09-16,2001-11-22,03:22:43,16:48:49,BLE,ble,6.08,16.44,7.36,9.08,2.35,83.19
88,100000000006,WEJHEROWO,2001-10-21,2003-11-18,04:29:04,22:18:28,BLE,ble,3.52,10.51,7.49,3.02,1.5,33.900000000000006
89,100000000009,WEJHEROWO,2002-12-23,2004-09-18,15:36:25,06:28:12,BLE,ble,7.35,8.06,3.29,4.77,1.15,48.012499999999996
90,100000000006,WEJHEROWO,2002-05-31,2004-09-01,12:23:10,03:04:54,BLE,ble,7.26,11.73,3.38,8.35,1.68,69.38399999999999
91,100000000006,WEJHEROWO,2001-11-23,2002-03-19,03:06:40,03:40:56,BLE,ble,1.39,4.92,1.18,3.74,0.7,8.364999999999998
92,100000000001,WEJHEROWO,2002-08-18,2004-02-25,04:45:34,20:33:21,BLE,ble,1.22,16.93,8.87,8.06,2.42,26.862
93,100000000001,WEJHEROWO,2001-06-10,2003-07-03,08:09:27,16:28:26,BLE,ble,5.66,11.05,1.54,9.51,1.58,52.614
94,100000000007,WEJHEROWO,2002-10-17,2005-03-17,10:22:23,13:49:14,BLE,ble,4.23,11.24,8.76,2.48,1.61,42.10150000000001
95,100000000002,WEJHEROWO,2002-06-01,2002-12-03,07:22:45,03:38:31,BLE,ble,9.58,9.11,2.23,6.88,1.3,68.77
96,100000000000,WEJHEROWO,2002-03-13,2003-05-10,18:41:23,13:33:53,BLE,ble,6.99,17.32,8.12,9.2,2.47,98.67650000000002
97,100000000001,WEJHEROWO,2002-12-11,2005-06-25,13:15:02,07:36:24,BLE,ble,5.64,11.89,3.85,8.04,1.7,56.440000000000005
98,100000000008,WEJHEROWO,2001-03-20,2003-07-29,17:21:14,16:36:40,BLE,ble,9.73,10.22,5.9,4.32,1.46,78.32900000000001
99,100000000002,WEJHEROWO,2001-03-26,2003-12-22,15:47:27,13:33:10,BLE,ble,6.53,7.43,1.0,6.43,1.06,39.909
